'most Every Morning	00
A Kiss To Build A Dream On	00
A Lonely Man	00
A Mess of Blues - Doc Pomus & Mort Shuman	00
A Spoonful Of Sugar - Mary Poppins	00
A Sunday Kind Of Love	00
A Weaver Of Dreams - Victor Young	00
After You Get What You Want You Don't Want It	00
All Through The Night	00
Am I Blue	00
Apex Blues	00
Atlanta Blues - W.C. Handy	00
Aunt Hagar's Blues	00
Autumn Morning	00
Azure Te [Paris Blues] - Bill Davis	00
Baby, Won't You Please Come Home	00
Back Alley Blues	00
Bag Of Blues	00
Basin Street Blues	00
Beale Street Blues - W.C. Handy	00
Bessie's Blues - John Coltrane	00
Bill Bailey, Won't You Please Come Home	00
Birth Of The Blues - Ray Henderson	00
Blowin' The Blues	00
Blue Sunday - Herb Alpert & Tijuana Brass	00
Blue Tango	00
Blue Train	00
Blue Trane	00
Blues - Django Reinhardt	00
Blues Backstage - Frank Foster	00
Blues Clair - Django Reinhardt	00
Blues Connotation	00
Blues Everywhere - Shirley Scott	00
Blues For A Rainy Afternoon	00
Blues For Alice - Charlie Parker	00
Blues For Barry - Dobbins	00
Blues For Dr. John - Miles Black	00
Blues For Green	00
Blues For Ike - Django Reinhardt	00
Blues For Ophelia	00
Blues In A	00
Blues In D	00
Blues In The Closet - Oscar Pettiford	00
Blues In The Night	00
Blues March	00
Blues My Naughty Sweetie Gives Me	00
Blues My Naughty Sweetie Gives To Me	00
Blues On Sunday - Joshua Redman	00
Blues On The Corner - Mccoy Tyner	00
Blues Riff	00
Blues Riff On Summit Ridge Drive	00
Blues Walk	00
Blues for Art's Sake - Henry Johnson	00
Bluesette [4-4] - Jean 'Toots' Tielemans	00
Boulevard Of Broken Dreams	00
Brown's Ferry Blues	00
Bud's Blues - Sonny Stitt	00
Buddy Bolden Blues	00
Burgundy Street Blues	00
Bye Bye Blues	00
C Jam Blues ['Russian']	00
C Jam Blues [Duke's Place]	00
Canal Street Blues	00
Carolina In The Morning	00
Chega De Saudade [No More Blues] - Antonio Carlos Jobim	00
Chimes Blues	00
Chronic Blues - John Coltrane	00
Come Monday - Jimmy Buffet	00
Come Sunday - Duke Ellington	00
Cool Blues - Charlie Parker	00
Cry Away The Blues	00
Dallas Blues	00
Darn That Dream - Jimmy Van Heusen	00
Davenport Blues	00
Daydream - Duke Ellington & Billy Strayhorn	00
Daydreams Of You	00
Dead Man Blues	00
Deep In A Dream	00
Deep River Blues - W.C. Handy	00
Don't	00
Don't Be Afraid Of Romance - Irving Berlin	00
Don't Be That Way	00
Don't Blame Me	00
Don't Dilly Dally On The Way - Collins & Leigh	00
Don't Explain	00
Don't Fence Me In	00
Don't Get Around Much Anymore - Ellington & Russell	00
Don't Go To Strangers	00
Don't It Make Your Brown Eyes Blue	00
Don't Let It Bother You	00
Don't Let The Sun Catch You Crying	00
Don't Let Your Deal Go Down	00
Don't Roll Those Bloodshot Eyes	00
Don't Sit Under The Apple Tree	00
Don't Take Your Love From Me	00
Don't Worry 'bout Me	00
Don't You Sweetheart Me	00
Dream	00
Dream A Little Dream Of Me	00
Dream Dancing	00
Dreamsville	00
Dreamy - Errol Garner	00
Dreamy Impulse	00
Early Morning Rain	00
East Saint Louis - W.C. Handy	00
Elusive Dreams	00
Ez Blues	00
Farewell Blues	00
Foul Ball Blues	00
Fusion In The Night	00
Garner Blues	00
Ghost	00
Gloomy Sunday	00
Good Morning Heartache - Fisher, Higginbotham & Drake	00
Good Morning To Your Nightcap	00
Got The Sun In The Morning	00
Happy Blues - Gene Ammons	00
Happy Days And Lonely Nights	00
Have You Ever Been Lonely	00
Hesitating Blues - W.C. Handy	00
Hill Street Blues	00
I Ain't Got Nothin' But The Blues - Duke Ellington & Don George	00
I Can Dream, Can't I	00
I Don't Caribe	00
I Don't Know	00
I Don't Know Why	00
I Don't Stand A Ghost Of A Chance With You	00
I Don't Want To Cry Anymore - Victor Schertzinger	00
I Don't Want To Join The Army	00
I Don't Want To Set The World On Fire	00
I Got The Sun In The Morning - Irving Berlin	00
I Gotta Right To Sing The Blues	00
I Had The Craziest Dream	00
I Have Dreamed	00
I Left My Sugar Standing In The Rain	00
I Love My Love In The Morning - Gerald Griffin	00
I'll See You In My Dreams	00
I'm A Dreamer, Aren't We All	00
I'm A Lonely Little Petunia	00
I've Got A Right To Sing The Blues	00
Impossible Dream	00
In The Wee Small Hours Of The Morning	00
It Don't Mean A Thing If It Ain't Got That Swing	00
It's 3 O'clock In The Morning	00
Jacaranda Blues	00
Jack-Louis Fours Blues	00
Jackass Blues	00
Jay's Blues	00
Jazz Me Blues	00
Jelly Bean Blues	00
Jimtown Blues	00
Joe Turner Blues - W.C. Handy	00
Kansas City	00
Kansas City Boogie	00
Kansas City Dragin	00
Kansas City Hoppin	00
Kansas City Man Blues	00
Kansas City Miltons	00
Kansas City Orchid Room	00
Kathryn Sings The Blues	00
Lazy Afternoon	00
Limehouse Blues	00
Lonely	00
Lonely People	00
Lonely Shepheard Blues	00
Lonely Woman - Horace Silver	00
Mama Don't Allow No Music In Here	00
Matchbox Blues	00
Matthew's Blues	00
Melancholy Blues	00
Memphis	00
Memphis Blues - W.C. Handy	00
Memphis In June - Hoagy Carmichael	00
Mickey's Blues	00
Mo' Better Blues - Bill Lee	00
Monk's Dream - Thelonious Monk	00
Morning - Clare Fischer	00
Morning Dance	00
Morning Star	00
My Isle Of Golden Dreams	00
Never On Sundays	00
New Blues - John Coltrane	00
New Stranger Blues	00
Nica's Dream	00
Night Dreamer	00
Night Time - Duke Ellington, Billy Strayhorn & Julian	00
No Name Blues - Oliver Gannon	00
Non Dimenticar [Don't Forget]	00
Ophelia	00
Paris Blues - Duke Ellington	00
Parking Lot Blues	00
Passing Chord Blues	00
People - Jule Styne & Bob Merrill	00
People Like You And Me - Glen Miller	00
People Will Say We're In Love	00
Pete Kelly's Blues	00
Pete's Blues	00
Plaintiff Blues	00
Please	00
Please Don't Talk About Me When I'm Gone	00
Saint Louis Blues - W.C. Handy	00
Savoy Blues	00
Shaking The Blues Away - Irving Berlin	00
Sing Me Softly Of The Blues - Carla Bley	00
Singing The Blues	00
Skyscraper Starvation Blues	00
Sobbin' Blues	00
Softly	00
Softly As In A Morning Sunrise	00
Somewhere In The Night	00
Speak Softly Love	00
St. Louis Blues	00
Star City Blues	00
Stardreams	00
Steak Face Blues	00
Steel Rail Blues	00
Strange	00
Stranger In Paradise	00
Stranger On The Shore - Acker Bilk	00
Strangers In The Night	00
Street Of Dreams - Victor Young	00
Sugar - Stanley Turrentine	00
Sugar Blues Boogie - Clarence Williams	00
Sugar Foot Stomp	00
Sugar Lips	00
Sunday	00
Sunday Afternoon	00
Sundown Blues [Hurry Sundown And Let Tomorrow Come]	00
Sunnyland Blues	00
Super F Blues	00
Sweet Dreams	00
Sweetie	00
Swingin' The Blues	00
Swinging Shepherd Blues	00
Tailor Made Blues - Johnny Hodges	00
Take My Blues Away	00
Terry's Blues	00
That Sunday That Summer	00
The Birth Of The Blues	00
The Blessing - Ornette Coleman	00
The Blue Of The Night	00
The Blues Ain't Nothin'	00
The End Of A Dream	00
The Horizon Of My Dream	00
The Lonely Bull - Herb Alpert & Tijuana Brass	00
The Lonely Ones - Duke Ellington	00
The Mention Of Sugar	00
The Night	00
The Night Before	00
The Night Has A Thousand Eyes	00
The Night Is Young And You're So Beautiful	00
The Night We Called It A Day	00
The Nightingale	00
Tin Roof Blues	00
Tishomingo Blues	00
To The Night	00
Tom Cat Blues - Jelly Roll Morton	00
Trane's Blues - John Coltrane	00
True Blue	00
Viper's Dream - Les Paul	00
Vivo Sonhando [Dreamer] - Antonio Carlos Jobim	00
Wang Wang Blues	00
Weary Blues	00
Wee Small Hours	00
West End Blues	00
When I Dream	00
When I Take My Sugar To Tea	00
When My Dream Boat Comes Home	00
When My Sugar Walks Down The Street	00
When Will The Blues Leave - Ornette Coleman	00
Why Don't You Believe Me	00
Why Don't You Do Right - Mccoy & Mellrose	00
Wild Cat Blues	00
Wind Up Blues	00
Winin' Boy Blues - Jelly Roll Morton	00
Wolverine Blues	00
Worried Man Blues	00
Wrap Your Troubles In Dreams	00
Yamaha Blues	00
You Don't Know Me	00
You Don't Know What Love Is	00
You Don't Love Me	00
You Meet The Nicest People In Your Dreams	00
You Tell Me Your Dreams, I'll Tell You Mine	00
You're A Sweetheart	00
Zoot Swings The Blues - Zoot Sims	00
A Certain Smile	01
A Chance To Try Again	01
A Tarde - Hime	01
Again	01
Aloha Oe	01
Alone Together	01
Alone Together [solo Pat Martino]	01
Bridge Over The River Kwai	01
Bubbles In My Beer	01
Can't Smile Without You	01
Carnaval Samba	01
Chance To Try Again	01
Chi Chi - Charlie Parker	01
Halloween	01
Happy Days Are Here Again	01
Happy Together	01
He's Lost Again	01
Hernando's Hideaway	01
Home Again	01
I Wish I Were In Love Again	01
I'll Never Say 'never Again' Never Again - Harry Woods	01
I'll Never Smile Again	01
I'm In Love Again - A. Domino & D. Bartholomew	01
I'm Just A Lucky So And So	01
Indian Summer	01
It Started All Over Again	01
Kelly Blue - Wynton Kelly	01
Lady Gay	01
Love Will Keep Us Together	01
Manteca	01
Never Mind	01
Say It (Over And Over Again) - Frank Loesser & Jimmy McHugh	01
Smile	01
Someone Like You	01
The More We Are Together	01
The Shadow Of Your Smile	01
Together	01
Together We're In This Love	01
Try Again	01
We'll Be Together Again	01
We'll Meet Again - Vera Lynn	01
When She Smiles	01
When The Lights Go On Again	01
With A Smile And A Song	01
Yakety Sax	01
You Win Again	01
You're Easy To Dance With	01
A Ilha	02
Adam's Apple - Wayne Shorter	02
Alegria De Viver	02
And I Love You So	02
Blue And Sentimental	02
Bluze (Everyday)	02
Come Back Sweet Papa	02
Common Ground	02
Como Uma Onda No Mar	02
Demais	02
Do I Love You (Because You're Beautiful)	02
Flat Foot Floogie (With The Floy Floy) - Slim Gaillard	02
Gee, I Saw A Star Tonight	02
Getting Sentimental Over You	02
How Could You Believe Me When I Said I Love You	02
I Love You - Archer Thompson	02
I Love You - Cole Porter	02
I Love You For Sentimental Reasons - mel - Bb	02
I Love You Just The Way You Are	02
I Love You, Samantha	02
I Wish You Love	02
I'm Confessin' That I Love You	02
I'm Gettin' Sentimental Over You	02
If Ever I Would Leave You	02
If I Loved You	02
In A Sentimental Mood - Duke Ellington	02
Just The Way You Are	02
Keepin' Out Of Mischief Now	02
Mr. Lucky	02
No Moon At All	02
Nostalgia In Times Square - Charles Mingus	02
Samantha - Sammy Nestico	02
Samba Pa Ti - Carlos Santana	02
Scrub Me Mama With A Boogie Beat	02
Sentimental	02
Sentimental Journey	02
September Song - Kurt Weill	02
So In Love	02
Solar	02
Speak No Evil - Wayne Shorter	02
The Wonder Of Samantha	02
Them There Eyes	02
Tuxedo Junction	02
Twisted	02
We Kiss In A Shadow	02
Why Do I Love You	02
Without A Song	02
Acushla Mine	03
All The Things You Are	03
All The Things You Are [Solo Jimmy Heath]	03
Among My Souvenirs	03
August Outcome	03
Bloomdido	03
Blue Eagle	03
Centerpiece	03
Cinderella Girl	03
Crazy	03
Crazy Arms	03
Crazy He Calls Me - Sigman & Russell	03
Crazy Love	03
Crazy Rhythm	03
Crazy Things	03
Deep Fried - Little Brother Montgomery	03
Donald Where's Your Troosers	03
Elevation - Gerry Mulligan	03
Flop-Eared Mule	03
Follow Jumps	03
Foolish You	03
From This Moment On	03
Harry Lime Theme	03
Hitch It Up	03
I'm Crazy 'bout My Baby	03
It's The Little Things	03
Linger A While - J. Mercer	03
Little Things Mean A Lot	03
Nardis - Miles Davis	03
Nightmare - Artie Shaw	03
Oh! You Crazy Moon	03
Original Dixieland 1 Step	03
Saia Do Meu Caminho	03
Someday You'll Be Sorry	03
Sway	03
The Best Things Happen While You're Dancing	03
The Best Things In Life Are Free	03
The Duke	03
The Things We Did Last Summer	03
There Will Never Be Another You	03
These Foolish Things	03
Things	03
Things Ain't What They Used To Be	03
Things We Did Last Summer - Sammy Cahn & Jule Styne	03
Tigresa	03
Time Remembered	03
You're Driving Me Crazy	03
Above My Head	04
Ain't That Somethin'	04
Algo Bueno - Dizzy Gillespie	04
Anthropology [Charlie Parker Solo]	04
Antigua	04
Baby Elephant Walk	04
Be Certain	04
Black Coffee	04
Bring A Little Sunshine (To My Heart) - Barkan	04
Come Rain Or Come Shine - Arlen	04
Doralice	04
Eclipse Of The Heart	04
Esse Cara	04
Garota De Ipanema [The Girl From Ipanema] - Antonio Carlos Jobim	04
Gracias A La Vida - V. Parra	04
Guess I'll Hang My Tears Out To Dry	04
Hunting	04
I'll Get By	04
In The Shade Of The Old Apple Tree	04
Insane Load	04
Instrumental - Ron Stebbins	04
Johnny Come Lately	04
Lollipop	04
Long Ago And Far Away	04
Marshmallow World	04
Missouri Uncompromized	04
Moonlight Cocktail	04
Moonshine Lullaby	04
My Sunshine	04
Nobody Else But Me - Jerome Kern	04
Old Father Thames	04
Olhou Pra Mim	04
Operator	04
Pensativa	04
Powder Your Face With Sunshine	04
Shine	04
Shine On Harvest Moon	04
Shine On My Shoes	04
Sphere Of Influence	04
Steamboat	04
Sun Won't Shine	04
Sunshine Express	04
Sunshine, Lollipops And Rainbows	04
This Train Is Bound For Glory	04
Trem Das Onze	04
Tuttie Flutie	04
You're The Cream In My Coffee	04
Air Mail Special	05
Bem Que Se Quis	05
Black Nile - Wayne Shorter	05
By The Pale Silvery Light Of The Moon	05
Cottage In The Grove	05
Everything Happens To Me	05
Falando De Amor	05
Fia Pash	05
Forward Pass	05
Games That Lovers Play	05
General Bossa	05
Get Out Of Town - Cole Porter	05
Guys and Dolls - Frank Loesser	05
Heart And Soul	05
Hello Young Lovers - Rodgers & Hammerstein	05
I Know Why	05
I'm Looking Over A 4 Leaf Clover	05
It Never Entered My Mind - Rodgers & Hart	05
It's Magic	05
Like A Lover	05
Louie, Louie	05
Lover - Rodgers & Hart	05
Lover Man	05
Lover, Come Back To Me	05
Lullaby Of The Leaves	05
Mambo Inn - Mario Bauza	05
Marching Through Georgia	05
Mr. Magic - Grover Washington	05
Notes	05
O Cantador [Like A Lover]	05
Once In A While	05
Peppermints	05
Remote Approach	05
Serenata	05
Some Day Soon	05
St. Vitus Dance - Horace Silver	05
Star Crossed Lovers	05
The Folks Who Live Up The Hill	05
This Masquerade	05
Tough Touff	05
Unless You Care	05
Waitin' For A Train	05
Welcome To Lover's Beach	05
When Your Lover Has Gone	05
Wizard Of Oz	05
Wouldn't It Be Loverly	05
You Must Believe In Spring - Michel Legrand & Alan & Marilyn Bergman	05
A Jam Session At Victor	06
A Night With You	06
Anema E Core	06
Corcovado [Quiet Nights Of Quiet Stars] - Antonio Carlos Jobim	06
Cry Of The Wild Goose	06
Del Sasser	06
Diverse	06
Easy Slider	06
From Monday On	06
Fräulein	06
Hi Fly - Randy Weston	06
I Dont Want To Walk Without You - Frank Loesser & Jule Styne	06
I Got Rhythm - George Gershwin	06
Ice Cream - King Mole Johnson	06
If Love Is Good To Me	06
Lucky Southern	06
Make Me A Memory - Grover Washington Jr.	06
Me And Mrs. Jones	06
Minor Spree - Ron McClure	06
My Window Faces The South	06
Ory's Creole Trombone - Kid Ory	06
Paper Doll	06
Perfume De Gardenia	06
Pfrancing - Miles Davis	06
Rapaz De Bem	06
Repetition	06
Sem Mais Adeus	06
Shall We Dance - Rodgers & Hammerstein	06
Sleepy Time Down South - Rene, Rene & Muse	06
Slow Poke	06
Sonny Boy	06
South	06
South American Way - Jimmy Mchugh	06
South Pacific	06
South Rampart Street Parade	06
South, To A Warmer Place - Alec Wilder	06
Southern Fried	06
Step It Up And Go	06
Strollin' - Horace Silver	06
Teen Town - Weather Report	06
The Great Lie - Gene Ammons	06
The Great South Land	06
Traces	06
Walking In Rhythm	06
When It's Sleepy Time Down South	06
Whipped Cream - Herb Alpert & Tijuana Brass	06
Yoursism	06
A Garden In The Rain	07
A Lovely Way To Spend An Evening - Jimmy Mchugh	07
A Rose In A Garden Of Weeds	07
Albert The Lion	07
April	07
April In Paris	07
April In Portugal	07
April Joy	07
April Showers	07
At A Georgia Camp Meeting	07
Autumn Nocturne	07
Bolinha De Papel	07
Bridging The Gap - Charley Gerard & Coleman Hawkins	07
Chinatown, My Chinatown	07
Cool	07
Dear Tom	07
Dolphin Dance - Herbie Hancock	07
Emanon - Dizzy Gillespie & Milt Shaw	07
Ferryman	07
For You, For Me, For Evermore	07
Getting To Know You	07
I Remember April	07
I'll Remember April	07
I'll Remember April [Solo Clifford Brown]	07
Ida! Sweet As Apple Cider	07
Just A Closer Walk With Thee	07
Lester Left Town	07
Little Birdy	07
Lost April - Emil Newman & Herbert Spencer	07
Manhattan	07
Miss Brown To You	07
Molambo	07
My Gal Sal	07
My Monday Date	07
New Moon Over My Shoulder	07
O Que É Amar	07
Portugal	07
Qui Nem Jiló	07
Retrato Em Branco E Preto	07
Samba De Orfeu	07
Slippers	07
Stolen Moments - Oliver Nelson	07
Strayaway Child	07
Summerset - Acker Bilk	07
That Sure Would Go Good	07
Un Sono	07
Waltz New	07
A Sleeping Bee - Arlen	08
Abide With Me	08
Amapola	08
Brief	08
Cacador De Mim	08
Celerity [Charlie Parker Solo]	08
Cont	08
Danke Schön - Bert Kämpfert	08
Doin' What Comes Naturally	08
Everything But You	08
Freckles - Herb Alpert & Tijuana Brass	08
I Fall In Love Too Easily	08
If I Give My Heart To You	08
Is You Is Or Is You Ain't My Baby - Louis Jordan	08
It's Only The Tango You Love	08
Liza - George Gershwin	08
Love Came On Stealthy Fingers	08
Meditation - Yusef Lateef	08
Meditação [Meditation] - Antonio Carlos Jobim	08
Moose The Mooche	08
Movin' It Down The Line	08
Onde Anda Voce	08
Pecado Original	08
Prince Albert - Roach & Dorham	08
Rockin' Chair	08
Shiny Stockings	08
Silk Stockings - Cole Porter	08
Skip It Reggy	08
Someb	08
Somebody Bad Stole De Wedding Bell	08
Somebody Else Is Taking My Place	08
Somebody Loves Me	08
Somebody Stole My Gal	08
Stablemates	08
Só Louco	08
The Coffee Song - Hilliard & Miles	08
The Man I Love	08
The One I Love (Belongs To Somebody Else) - Gus Kahn	08
The Real Guitarist	08
Todo Azul Do Mar	08
Você	08
Was That The Human Thing To Do	08
Wheel Of Fortune	08
You Belong To Me	08
You Call It Madness (But I Call It Love)	08
You're Nobody 'til Somebody Loves You	08
Zargreb This	08
Ain't Got A Nickle	09
Always My Love	09
Are You In The Mood - Django Reinhardt & Stéphane Grappelly	09
Baltimore Oriole - Hoagy Carmichael	09
Bem Te Vi Attrevideo	09
Cottontail	09
Da Slockit Light	09
Doce Vampiro	09
Easy Street	09
Everybody Loves My Baby	09
Fighting Song For Your Team	09
Flash In The Pan	09
Gemma	09
Groovin' - Felix Cavaliere & Ed Brigati	09
Groovin' High	09
Hiawatha Rag	09
I'm Glad There Is You	09
I'm In The Mood For Love	09
I'm In The Mood For Swing - Benny Carter	09
In The Mood - Glenn Miller	09
In The Mood For Groovin' - James Moody	09
Isfahan - Duke Ellington & Billy Strayhorn	09
It's A Long Way To Tipperary	09
Jumpin' With Symphony Sid - Lester Young	09
Juntos	09
Louise	09
Love At The Endings	09
Love Is A Many Splendored Thing	09
Love Is Here To Stay	09
Love Song	09
Ma Belle Hélène - Kenny Wheeler	09
Mr. Bojangles	09
Nós	09
Our Spanish Love Song - Charlie Haden	09
Rockin' Robin	09
She Wears Red Feathers	09
Solitaire	09
Some Of These Days	09
Some Other Time	09
Steve's Sauce	09
Swing To Theos	09
Symphony Sid	09
Só Em Teus Braços	09
The Mermaid	09
To The Ladies	09
What Is This Thing Called Love - Cole Porter	09
When The Saints Go Marching In	09
Apple Honey	10
Ballad In Blue - Hoagy Carmichael & Irving Kahal	10
